Sequence_category,model,score
human,BioPhi,0.8520989826126467
human,BioPhi,0.8162570901068986
human,BioPhi,0.7768015476086965
human,BioPhi,0.8201900039767397
human,BioPhi,0.8119620286875909
human,BioPhi,0.7847419801789025
human,BioPhi,0.7799901815752188
human,BioPhi,0.9005325026199466
human,BioPhi,0.8031207605027685
human,BioPhi,0.8290894345069925
human,BioPhi,0.8034175808015077
human,BioPhi,0.819206499432524
human,BioPhi,0.7487903167760824
human,BioPhi,0.8200075843681892
human,BioPhi,0.8037589279865133
human,BioPhi,0.7782776993425453
human,BioPhi,0.8124836086595463
human,BioPhi,0.8468518796551033
human,BioPhi,0.8288771878488785
human,BioPhi,0.7859612641363474
human,BioPhi,0.840344660497945
human,BioPhi,0.8145333170951878
human,BioPhi,0.7759595872350037
human,BioPhi,0.836236816123128
human,BioPhi,0.8131893040561998
human,BioPhi,0.7971887051304481
human,BioPhi,0.8097377886003423
human,BioPhi,0.8405203829082636
human,BioPhi,0.8194058803178801
human,BioPhi,0.8306657185351823
human,BioPhi,0.7727103490001104
human,BioPhi,0.7995096051455599
human,BioPhi,0.7481913089081645
human,BioPhi,0.8377539369362321
human,BioPhi,0.8049102746239253
human,BioPhi,0.8349052386342728
human,BioPhi,0.8091090041257086
human,BioPhi,0.8447945809692418
human,BioPhi,0.8454154585443792
human,BioPhi,0.8138911409748603
human,BioPhi,0.8390523684123214
human,BioPhi,0.8715106087531579
human,BioPhi,0.8865756217995261
human,BioPhi,0.8838889289919923
human,BioPhi,0.7814619377396017
human,BioPhi,0.8302024499162894
human,BioPhi,0.8173213333018825
human,BioPhi,0.8744587079311411
human,BioPhi,0.7597257423600773
human,BioPhi,0.8597102907468688
human,BioPhi,0.8686761535160864
human,BioPhi,0.7902684472814328
human,BioPhi,0.8145414016049233
human,BioPhi,0.8438857132336125
human,BioPhi,0.8789214173952739
human,BioPhi,0.7967130144825205
human,BioPhi,0.7833709971884549
human,BioPhi,0.7893320406394556
human,BioPhi,0.8302324803796812
human,BioPhi,0.8767781084826013
human,BioPhi,0.7802751546910217
human,BioPhi,0.8426450876710571
human,BioPhi,0.8334920575805739
human,BioPhi,0.8212400241711428
human,BioPhi,0.8301459663970904
human,BioPhi,0.7507266825375457
human,BioPhi,0.8710577863789464
human,BioPhi,0.8007707603879877
human,BioPhi,0.8216116814999967
human,BioPhi,0.8335700895706261
human,BioPhi,0.7541496211958822
human,BioPhi,0.8049291560140949
human,BioPhi,0.8235400340972691
human,BioPhi,0.8792027278545023
human,BioPhi,0.850986184360825
human,BioPhi,0.8010644970044237
human,BioPhi,0.7982251462304876
human,BioPhi,0.8268080349354183
human,BioPhi,0.8213807463518574
human,BioPhi,0.8323838816812406
human,BioPhi,0.8005911702336359
human,BioPhi,0.8660077065269908
human,BioPhi,0.8069991866967321
human,BioPhi,0.8738112835405029
human,BioPhi,0.8137955907906327
human,BioPhi,0.7997409569907863
human,BioPhi,0.7979371144421517
human,BioPhi,0.8148158546925212
human,BioPhi,0.6803409248680334
human,BioPhi,0.7978820362511803
human,BioPhi,0.8321574845829526
human,BioPhi,0.8274996623907599
human,BioPhi,0.808137160717999
human,BioPhi,0.8653602040980173
human,BioPhi,0.7963497749064118
human,BioPhi,0.8392932067192563
human,BioPhi,0.8139430373377199
human,BioPhi,0.7919720080163744
human,BioPhi,0.7574935831674715
human,BioPhi,0.770688259833545
human,BioPhi,0.8409381605339267
human,BioPhi,0.8039358288404488
human,BioPhi,0.8185461573962091
human,BioPhi,0.8401130419395385
human,BioPhi,0.7743255879729987
human,BioPhi,0.8405663352111511
human,BioPhi,0.8063200319510534
human,BioPhi,0.8155325455138984
human,BioPhi,0.8249893174460619
human,BioPhi,0.8863852581916711
human,BioPhi,0.7944459215737879
human,BioPhi,0.7846767268220493
human,BioPhi,0.8224487896538801
human,BioPhi,0.8302788018007521
human,BioPhi,0.7940438456224421
human,BioPhi,0.8800309160250729
human,BioPhi,0.8161519425529464
human,BioPhi,0.8033296044227546
human,BioPhi,0.8232371877648134
human,BioPhi,0.8463424168457495
human,BioPhi,0.8287585204889795
human,BioPhi,0.8229077879501425
human,BioPhi,0.8006143628930052
human,BioPhi,0.8272157291404341
human,BioPhi,0.8244663838186633
human,BioPhi,0.8675794762985729
human,BioPhi,0.8252415988531153
human,BioPhi,0.8839254411639738
human,BioPhi,0.7848311631974799
human,BioPhi,0.8136165230721235
human,BioPhi,0.7567289849001217
human,BioPhi,0.7795988597301027
human,BioPhi,0.7967444036371452
human,BioPhi,0.826665263091982
human,BioPhi,0.7808225722807758
human,BioPhi,0.8755332863373103
human,BioPhi,0.8306377098402556
human,BioPhi,0.8680394822508096
human,BioPhi,0.8840663258250304
human,BioPhi,0.8372821635653691
human,BioPhi,0.8821615463540214
human,BioPhi,0.7842666003853083
human,BioPhi,0.8222772555182809
human,BioPhi,0.8914583285863534
human,BioPhi,0.8708610025057493
human,BioPhi,0.8100870451498254
human,BioPhi,0.8156316342564034
human,BioPhi,0.7784888854004303
human,BioPhi,0.8454522358408819
human,BioPhi,0.7955447218125373
human,BioPhi,0.8180858426315424
human,BioPhi,0.7922100383825231
human,BioPhi,0.8228655611077007
human,BioPhi,0.826245350217254
human,BioPhi,0.7976118716810431
human,BioPhi,0.89004796062197
human,BioPhi,0.7768036093370154
human,BioPhi,0.8131693903207778
human,BioPhi,0.7761849176718808
human,BioPhi,0.8779662088599316
human,BioPhi,0.8136737927518509
human,BioPhi,0.8828740383808812
human,BioPhi,0.8116640995256603
human,BioPhi,0.4608608711746404
human,BioPhi,0.8147397211985663
human,BioPhi,0.7756497272068545
human,BioPhi,0.8472428790723475
human,BioPhi,0.843381134685406
human,BioPhi,0.8660973759108513
human,BioPhi,0.8569757548739781
human,BioPhi,0.8163915925166186
human,BioPhi,0.8176583269355344
human,BioPhi,0.8742778859328196
human,BioPhi,0.7961948151389758
human,BioPhi,0.7872195998058905
human,BioPhi,0.8294367435077826
human,BioPhi,0.4687469639466144
human,BioPhi,0.8069691868816934
human,BioPhi,0.8323393831468695
human,BioPhi,0.8029289922056099
human,BioPhi,0.7939032984203568
human,BioPhi,0.8619020464975621
human,BioPhi,0.7972843030024143
human,BioPhi,0.8114020790256884
human,BioPhi,0.8707791692656228
human,BioPhi,0.7660272528386873
human,BioPhi,0.8346848048758312
human,BioPhi,0.8197498416735066
human,BioPhi,0.8631719439906215
human,BioPhi,0.7591234629289207
human,BioPhi,0.8311658550939355
human,BioPhi,0.8845973083795595
human,BioPhi,0.8844363892620261
human,BioPhi,0.7626169960884774
human,BioPhi,0.8352807395887084
human,BioPhi,0.8026054798840329
human,BioPhi,0.7981745579892451
human,BioPhi,0.7673589133561771
human,BioPhi,0.8834475647528335
human,BioPhi,0.8133549589734033
human,BioPhi,0.8502823652211323
human,BioPhi,0.7901049733713821
human,BioPhi,0.7703505773936306
human,BioPhi,0.7717597650547252
human,BioPhi,0.8244558716967639
human,BioPhi,0.8788959016880742
human,BioPhi,0.8774614720643799
human,BioPhi,0.8116748169907984
human,BioPhi,0.8051130202801331
human,BioPhi,0.8200943736375961
human,BioPhi,0.7951535337025256
human,BioPhi,0.8293925258287481
human,BioPhi,0.7474104237875768
human,BioPhi,0.7977373317823323
human,BioPhi,0.8109118100553749
human,BioPhi,0.8229643040740827
human,BioPhi,0.8455679615816245
human,BioPhi,0.7748891932048625
human,BioPhi,0.8874089036669051
human,BioPhi,0.8020596133514506
human,BioPhi,0.8068122239410878
human,BioPhi,0.8192088185050698
human,BioPhi,0.8790856710356462
human,BioPhi,0.4743143516801754
human,BioPhi,0.8293291295332641
human,BioPhi,0.7963841782412796
human,BioPhi,0.7938293759695819
human,BioPhi,0.8134280138139455
human,BioPhi,0.8032028297228473
human,BioPhi,0.8091694502532483
human,BioPhi,0.85999400578781
human,BioPhi,0.7710371504900819
human,BioPhi,0.7999454209017097
human,BioPhi,0.5075999610702094
human,BioPhi,0.8422957853960596
human,BioPhi,0.8723454175899937
human,BioPhi,0.7667122974547498
human,BioPhi,0.8476456219073514
human,BioPhi,0.8256372877707084
human,BioPhi,0.8048214841101851
human,BioPhi,0.7934523142253359
human,BioPhi,0.84403684358151
human,BioPhi,0.8721489642903341
human,BioPhi,0.8121364618104602
human,BioPhi,0.8257834480764965
human,BioPhi,0.8110326320175233
human,BioPhi,0.8352561478888423
human,BioPhi,0.8101078557680134
human,BioPhi,0.8067742378222185
human,BioPhi,0.8002831582884187
human,BioPhi,0.8142381798006534
human,BioPhi,0.8809431564166315
human,BioPhi,0.8238892038737279
human,BioPhi,0.8033529065502019
human,BioPhi,0.8259359429651332
human,BioPhi,0.8472519245579702
human,BioPhi,0.8643948093184041
human,BioPhi,0.8181190516026515
human,BioPhi,0.7908488185632796
human,BioPhi,0.7368433278464123
human,BioPhi,0.8189279009527135
human,BioPhi,0.7465884984760988
human,BioPhi,0.7838636722015447
human,BioPhi,0.8253389467386817
human,BioPhi,0.8659534577061149
human,BioPhi,0.8912341170783701
human,BioPhi,0.815680723816443
human,BioPhi,0.7911801604852783
human,BioPhi,0.7565434292550678
human,BioPhi,0.7830952076149769
human,BioPhi,0.8583348423297352
human,BioPhi,0.7981067214204813
human,BioPhi,0.8507046681012927
human,BioPhi,0.8881583066026041
human,BioPhi,0.7857332182450032
human,BioPhi,0.808039946913174
human,BioPhi,0.7953734115650088
human,BioPhi,0.7899625861681387
human,BioPhi,0.7978174185183474
human,BioPhi,0.7957324346970944
human,BioPhi,0.8079790928562688
human,BioPhi,0.7676729327472656
human,BioPhi,0.8297122433010874
human,BioPhi,0.8824131230690649
human,BioPhi,0.8698198535779783
human,BioPhi,0.8103340482253821
human,BioPhi,0.8147399111722524
human,BioPhi,0.8475765250545616
human,BioPhi,0.8242036961942665
human,BioPhi,0.7539373177476227
human,BioPhi,0.8794979200737241
human,BioPhi,0.8926554459791917
human,BioPhi,0.8794086758907025
human,BioPhi,0.8273514605437716
human,BioPhi,0.8337406373781259
human,BioPhi,0.820830368726957
human,BioPhi,0.768610064529098
human,BioPhi,0.8114505215532711
human,BioPhi,0.8121104182675479
human,BioPhi,0.8740843402842681
human,BioPhi,0.7994326233971291
human,BioPhi,0.8271489471197129
human,BioPhi,0.8687471402261187
human,BioPhi,0.8071976419425858
human,BioPhi,0.7797237513151681
human,BioPhi,0.8100211262253338
human,BioPhi,0.8137780102567935
human,BioPhi,0.8304486509685943
human,BioPhi,0.8347033336758614
human,BioPhi,0.8376967860561497
human,BioPhi,0.7881905269058584
human,BioPhi,0.7742052921167915
human,BioPhi,0.8879830258587996
human,BioPhi,0.7554327904913198
human,BioPhi,0.8038056266804536
human,BioPhi,0.8164662051915137
human,BioPhi,0.8094814405346117
human,BioPhi,0.8085023223550296
human,BioPhi,0.7803163342643529
human,BioPhi,0.8876290978078032
human,BioPhi,0.7665613642777316
human,BioPhi,0.8332932915131585
human,BioPhi,0.7962581797762484
human,BioPhi,0.7900124804805154
human,BioPhi,0.8203959493193684
human,BioPhi,0.8189173409668338
human,BioPhi,0.8158515727975302
human,BioPhi,0.8132406586339159
human,BioPhi,0.8706815590666346
human,BioPhi,0.8822006245254207
human,BioPhi,0.8903701106984434
human,BioPhi,0.8225225267287727
human,BioPhi,0.5650585028870067
human,BioPhi,0.8290181593771128
human,BioPhi,0.7914888207048464
human,BioPhi,0.8412170052636885
human,BioPhi,0.8850845116325933
human,BioPhi,0.8171227377753297
human,BioPhi,0.8838882689308535
human,BioPhi,0.8332540591440674
human,BioPhi,0.8199878665779171
human,BioPhi,0.8452642849593792
human,BioPhi,0.8917968056418679
human,BioPhi,0.7831210790617952
human,BioPhi,0.7992846428065515
human,BioPhi,0.8873805338016534
human,BioPhi,0.7939103411388446
human,BioPhi,0.7896999836397859
human,BioPhi,0.8264352362754384
human,BioPhi,0.831982260974521
human,BioPhi,0.8279711928437737
human,BioPhi,0.7970569353712642
human,BioPhi,0.8156111187118793
human,BioPhi,0.8164058918264345
human,BioPhi,0.8678810272297104
human,BioPhi,0.8325522389538862
human,BioPhi,0.8419153097896807
human,BioPhi,0.7891270695165509
human,BioPhi,0.8417427622500742
human,BioPhi,0.8232151189224184
human,BioPhi,0.8088557188417397
human,BioPhi,0.8452870188157935
human,BioPhi,0.8027805664604253
human,BioPhi,0.8209451367033691
human,BioPhi,0.7878401836917955
human,BioPhi,0.8757138449030045
human,BioPhi,0.7934263516299165
human,BioPhi,0.8487662190837519
human,BioPhi,0.8117350952647556
human,BioPhi,0.8579510106405212
human,BioPhi,0.8139801797922701
human,BioPhi,0.7835862569934954
human,BioPhi,0.7919042439145201
human,BioPhi,0.8050036304365329
human,BioPhi,0.8819687044940506
human,BioPhi,0.8507425047164737
human,BioPhi,0.8176515216336531
human,BioPhi,0.8127071521997166
human,BioPhi,0.8096885924312202
human,BioPhi,0.8687633729907644
human,BioPhi,0.7926019518391082
human,BioPhi,0.7759472634464216
human,BioPhi,0.8075015415236646
human,BioPhi,0.8091414890760048
human,BioPhi,0.7962493752885578
human,BioPhi,0.8503043267805621
human,BioPhi,0.7692859844615062
human,BioPhi,0.8276526863968485
human,BioPhi,0.8044597093486091
human,BioPhi,0.8126037529526422
human,BioPhi,0.8212455398697629
human,BioPhi,0.8041740891449483
human,BioPhi,0.8167609354067179
human,BioPhi,0.8118132801963857
human,BioPhi,0.8902932604995825
human,BioPhi,0.8227611771269845
human,BioPhi,0.8002198026873745
human,BioPhi,0.8148396717539678
human,BioPhi,0.7830039888259864
human,BioPhi,0.8393859722461827
human,BioPhi,0.8249729903432254
human,BioPhi,0.8751557448848597
human,BioPhi,0.8703474867611359
human,BioPhi,0.8725216039191417
human,BioPhi,0.8143184693011966
human,BioPhi,0.7946990048512816
human,BioPhi,0.8644261969175809
human,BioPhi,0.885784870422468
human,BioPhi,0.8752252550008215
human,BioPhi,0.8585578180431246
human,BioPhi,0.8732087782642863
human,BioPhi,0.7894916194192041
human,BioPhi,0.8191889939509088
human,BioPhi,0.7654540597610527
human,BioPhi,0.8010596860421159
human,BioPhi,0.8236569749563932
human,BioPhi,0.7370736490836186
human,BioPhi,0.7659881966898129
human,BioPhi,0.8222184694807874
human,BioPhi,0.7874727654788231
human,BioPhi,0.8328128259868249
human,BioPhi,0.8055601609990962
human,BioPhi,0.8243815127002486
human,BioPhi,0.8954955291848222
human,BioPhi,0.8192604873329401
human,BioPhi,0.8793273842334748
human,BioPhi,0.7970316317454677
human,BioPhi,0.852196979003215
human,BioPhi,0.8138369588100391
human,BioPhi,0.8435405433616218
human,BioPhi,0.8071718005678401
human,BioPhi,0.8367490568349698
human,BioPhi,0.8076662503795147
human,BioPhi,0.8830536969006062
human,BioPhi,0.8845519151886909
human,BioPhi,0.8318314888530364
human,BioPhi,0.7786092170270847
human,BioPhi,0.8077524711889233
human,BioPhi,0.7833739166622454
human,BioPhi,0.8184110702208753
human,BioPhi,0.7875765215292155
human,BioPhi,0.8275966830933313
human,BioPhi,0.8358842074176518
human,BioPhi,0.7876854657505951
human,BioPhi,0.7968945332522531
human,BioPhi,0.8269518805224271
human,BioPhi,0.7934582425370102
human,BioPhi,0.8864686535912213
human,BioPhi,0.847117148215572
human,BioPhi,0.8716615906909225
human,BioPhi,0.8650129724328763
human,BioPhi,0.8442975663963486
human,BioPhi,0.7759988682376127
human,BioPhi,0.7425472034384375
human,BioPhi,0.8738473698872478
human,BioPhi,0.8157274647451499
human,BioPhi,0.8693889807087972
human,BioPhi,0.7739088033097532
human,BioPhi,0.7911384487780956
human,BioPhi,0.8609279875603059
human,BioPhi,0.8106914853640631
human,BioPhi,0.7794178462264916
human,BioPhi,0.8756751505215271
human,BioPhi,0.7920854805551213
human,BioPhi,0.8230688783365327
human,BioPhi,0.8864335159460703
human,BioPhi,0.8823146615646967
human,BioPhi,0.7665277450719726
human,BioPhi,0.8371555551599997
human,BioPhi,0.8241924019530416
human,BioPhi,0.7857773855869328
human,BioPhi,0.8919895725342833
human,BioPhi,0.8071926959213757
human,BioPhi,0.7990914853992608
human,BioPhi,0.7879563843520979
human,BioPhi,0.8900489979158572
human,BioPhi,0.865059167000442
human,BioPhi,0.8172546005142587
human,BioPhi,0.8283514891038922
human,BioPhi,0.8156137216926342
human,BioPhi,0.8100071063474099
human,BioPhi,0.8067652467088621
human,BioPhi,0.8826049343972909
human,BioPhi,0.8340185267229875
human,BioPhi,0.8803889726546883
human,BioPhi,0.7856170005387569
human,BioPhi,0.8153146919680805
human,BioPhi,0.880070197966791
human,BioPhi,0.8330780480167653
human,BioPhi,0.833276195860092
human,BioPhi,0.8617878386486819
human,BioPhi,0.8342402170781257
human,BioPhi,0.8089895804073209
human,BioPhi,0.821384726569426
human,BioPhi,0.7786447929972706
human,BioPhi,0.7625036276876926
human,BioPhi,0.8063926136782092
human,BioPhi,0.7858766186982393
human,BioPhi,0.8559421214260279
human,BioPhi,0.790450118007985
human,BioPhi,0.809289814704763
human,BioPhi,0.8154955472974549
human,BioPhi,0.8397858350906732
human,BioPhi,0.8006902120585712
human,BioPhi,0.7791206783673785
human,BioPhi,0.8815609256490173
human,BioPhi,0.857958442557638
human,BioPhi,0.8328153684349924
human,BioPhi,0.8750699071072731
human,BioPhi,0.8413643797842459
human,BioPhi,0.8415712748255049
human,BioPhi,0.8215142380574654
human,BioPhi,0.8424275241939738
human,BioPhi,0.8000985679837564
human,BioPhi,0.7684636339007949
human,BioPhi,0.8498987825853485
human,BioPhi,0.8101917900437233
human,BioPhi,0.7809123724144845
human,BioPhi,0.8162907418652864
human,BioPhi,0.7870564337054471
human,BioPhi,0.8403448251269336
human,BioPhi,0.8615431334492901
human,BioPhi,0.8129637173487473
human,BioPhi,0.7939514894659321
human,BioPhi,0.7626870407888265
human,BioPhi,0.8747505296862894
human,BioPhi,0.8765978885859977
human,BioPhi,0.8280132247342004
human,BioPhi,0.7911192029887052
human,BioPhi,0.8012059324626195
human,BioPhi,0.8229124165683364
human,BioPhi,0.8000946077518165
human,BioPhi,0.7754764018520233
human,BioPhi,0.8196973376045072
human,BioPhi,0.7915364182912387
human,BioPhi,0.7672871954583873
human,BioPhi,0.8083020786882615
human,BioPhi,0.8166323851173123
human,BioPhi,0.8248758529600634
human,BioPhi,0.8726004117061613
human,BioPhi,0.7763077394713548
human,BioPhi,0.7946325830250446
human,BioPhi,0.8223689211820199
human,BioPhi,0.8144285031320417
human,BioPhi,0.8898876668870083
human,BioPhi,0.8850690410207442
human,BioPhi,0.8319530093767604
human,BioPhi,0.8191138329342581
human,BioPhi,0.8155579345766455
human,BioPhi,0.8396262867637903
human,BioPhi,0.8695081219803996
human,BioPhi,0.7859026665293326
human,BioPhi,0.8276464857805806
human,BioPhi,0.8824277113123637
human,BioPhi,0.8094930528413232
human,BioPhi,0.8581427885828731
human,BioPhi,0.8035417331980085
human,BioPhi,0.7925800035521388
human,BioPhi,0.7896729432281421
human,BioPhi,0.8341066584575408
human,BioPhi,0.8589851883550484
human,BioPhi,0.8795340636164927
human,BioPhi,0.8253486654809061
human,BioPhi,0.8278453441284527
human,BioPhi,0.7813889093697071
human,BioPhi,0.8144801022641569
human,BioPhi,0.8344675409881508
human,BioPhi,0.7975841661037739
human,BioPhi,0.8319196954433774
human,BioPhi,0.8105730239254565
human,BioPhi,0.8078904350207546
human,BioPhi,0.8133346558047029
human,BioPhi,0.8806533048550288
human,BioPhi,0.8918126665912898
human,BioPhi,0.8707354094170161
human,BioPhi,0.7716767619440862
human,BioPhi,0.8184018901416233
human,BioPhi,0.8109513227827847
human,BioPhi,0.8353175136628521
human,BioPhi,0.8409277336197156
human,BioPhi,0.8197623577566361
human,BioPhi,0.8710022926873838
human,BioPhi,0.8261234911666675
human,BioPhi,0.8369838720342765
human,BioPhi,0.8060699482711979
human,BioPhi,0.8615596877429091
human,BioPhi,0.8837462954096875
human,BioPhi,0.7537993872094721
human,BioPhi,0.7900252927094698
human,BioPhi,0.8519055769570822
human,BioPhi,0.8448404244418877
human,BioPhi,0.7732655076229054
human,BioPhi,0.8144143563177851
human,BioPhi,0.8086233891400636
human,BioPhi,0.7961047887802124
human,BioPhi,0.820783289202622
human,BioPhi,0.8154672387056052
human,BioPhi,0.8101928301601329
human,BioPhi,0.7969944715197828
human,BioPhi,0.8155682750723579
human,BioPhi,0.7654148065615619
human,BioPhi,0.8206022315555148
human,BioPhi,0.8495310478103466
human,BioPhi,0.8696682004193808
human,BioPhi,0.748469875807253
human,BioPhi,0.8182078777546329
human,BioPhi,0.7897277058111233
human,BioPhi,0.7812946222367742
human,BioPhi,0.7886651240821395
human,BioPhi,0.8162595874250487
human,BioPhi,0.7598861227277667
human,BioPhi,0.7932175354957579
human,BioPhi,0.8129132761930425
human,BioPhi,0.7512971892937134
human,BioPhi,0.8128608908857508
human,BioPhi,0.8333598336152662
human,BioPhi,0.8034662129934382
human,BioPhi,0.8906472387308834
human,BioPhi,0.86906112945776
human,BioPhi,0.8366297180805586
human,BioPhi,0.8429838505981024
human,BioPhi,0.8036110121066924
human,BioPhi,0.8009627801516364
human,BioPhi,0.8161995328962803
human,BioPhi,0.8536991653391389
human,BioPhi,0.8361380900528315
human,BioPhi,0.8507862409022598
human,BioPhi,0.7908563363159716
human,BioPhi,0.8532498563761296
human,BioPhi,0.8039230436614129
human,BioPhi,0.7707827806642109
human,BioPhi,0.8040260697404543
human,BioPhi,0.8827110821008682
human,BioPhi,0.7909105984374469
human,BioPhi,0.8285310901495405
human,BioPhi,0.7687721274172267
human,BioPhi,0.8038752236501957
human,BioPhi,0.8093536831117396
human,BioPhi,0.8033803756384609
human,BioPhi,0.8555314971341027
human,BioPhi,0.8729674682975554
human,BioPhi,0.8241564226752546
human,BioPhi,0.7984329581970258
human,BioPhi,0.7719540888400271
human,BioPhi,0.8205719165434348
human,BioPhi,0.8314601023360586
human,BioPhi,0.7764793721439897
human,BioPhi,0.7515024722267228
human,BioPhi,0.8169976778269287
human,BioPhi,0.7770473555311423
human,BioPhi,0.7992464156715937
human,BioPhi,0.7646382830744564
human,BioPhi,0.8384743987866071
human,BioPhi,0.8193360845967431
human,BioPhi,0.8652132065473204
human,BioPhi,0.8303961187068906
human,BioPhi,0.7765911431051791
human,BioPhi,0.8054241232144145
human,BioPhi,0.8236679812231341
human,BioPhi,0.8082666929578408
human,BioPhi,0.7959509233633677
human,BioPhi,0.8355620253693175
human,BioPhi,0.7963869138262593
human,BioPhi,0.8229975796217083
human,BioPhi,0.8167705797285092
human,BioPhi,0.8722106039384815
human,BioPhi,0.7803216276422017
human,BioPhi,0.7803833746129558
human,BioPhi,0.8377942248713225
human,BioPhi,0.8343775756808558
human,BioPhi,0.8179842858638579
human,BioPhi,0.7625140164143823
human,BioPhi,0.8442310518429925
human,BioPhi,0.7960525139574414
human,BioPhi,0.8773973152555269
human,BioPhi,0.8284115039166949
human,BioPhi,0.8062107336052038
human,BioPhi,0.7961294950481744
human,BioPhi,0.8293380602305636
human,BioPhi,0.8985876060765365
human,BioPhi,0.8158289554339011
human,BioPhi,0.7672088348489499
human,BioPhi,0.8397975511280662
human,BioPhi,0.8614059686126401
human,BioPhi,0.8259820577393218
human,BioPhi,0.8004146415886342
human,BioPhi,0.8855736755019377
human,BioPhi,0.7895600262193758
human,BioPhi,0.7916958579602086
human,BioPhi,0.8209512719730718
human,BioPhi,0.8723201175005391
human,BioPhi,0.7992762186894974
human,BioPhi,0.8167615377854917
human,BioPhi,0.7784755283444211
human,BioPhi,0.8115746639077626
human,BioPhi,0.7668182517661423
human,BioPhi,0.8480419888389561
human,BioPhi,0.7809889746185775
human,BioPhi,0.7738472853351624
human,BioPhi,0.8076808836814316
human,BioPhi,0.8097546699125905
human,BioPhi,0.8850015319757543
human,BioPhi,0.8588904640546032
human,BioPhi,0.8155116259216149
human,BioPhi,0.8230417168722683
human,BioPhi,0.7918426097326335
human,BioPhi,0.7643595574406424
human,BioPhi,0.778583095362871
human,BioPhi,0.7900842959459267
human,BioPhi,0.8639715384244919
human,BioPhi,0.8192151717825287
human,BioPhi,0.8575556348351872
human,BioPhi,0.8798995175782371
human,BioPhi,0.8259780437669211
human,BioPhi,0.8127983045159725
human,BioPhi,0.8376674786986162
human,BioPhi,0.7984203738203951
human,BioPhi,0.8302788018007521
human,BioPhi,0.837987434803548
human,BioPhi,0.776292618341005
human,BioPhi,0.8751552708324839
human,BioPhi,0.8061973942610307
human,BioPhi,0.7963263970755395
human,BioPhi,0.8297461504945374
human,BioPhi,0.7812460226902984
human,BioPhi,0.7906513713773281
human,BioPhi,0.8387623489476167
human,BioPhi,0.7487573445915192
human,BioPhi,0.8332118332675359
human,BioPhi,0.7933017262371211
human,BioPhi,0.7924260041651736
human,BioPhi,0.8309597676818811
human,BioPhi,0.7720391368803878
human,BioPhi,0.4824913473010225
human,BioPhi,0.8094638751334503
human,BioPhi,0.8464707986819088
human,BioPhi,0.8568684190419341
human,BioPhi,0.8265672595917501
human,BioPhi,0.8256148904195575
human,BioPhi,0.8272978154321512
human,BioPhi,0.7962560122413141
human,BioPhi,0.7998449770241695
human,BioPhi,0.8181554909865811
human,BioPhi,0.7900674716328029
human,BioPhi,0.8737042244862426
human,BioPhi,0.7930928354128068
human,BioPhi,0.8347555753520944
human,BioPhi,0.8074470685510817
human,BioPhi,0.8516865157655307
human,BioPhi,0.8047678249705339
human,BioPhi,0.8191021127065858
human,BioPhi,0.8576547188736569
human,BioPhi,0.8151504591652992
human,BioPhi,0.8849071595125283
human,BioPhi,0.8697278280742466
human,BioPhi,0.813883553658213
human,BioPhi,0.7911612319438595
human,BioPhi,0.8208789434132537
human,BioPhi,0.777112253010273
human,BioPhi,0.7933613886622694
human,BioPhi,0.8192752477255437
human,BioPhi,0.8165782637476364
human,BioPhi,0.8283369464610341
human,BioPhi,0.8011309779975393
human,BioPhi,0.8207264229136167
human,BioPhi,0.7994719193639043
human,BioPhi,0.8442125116073624
human,BioPhi,0.8248147626836149
human,BioPhi,0.7949844804695911
human,BioPhi,0.8327262869798671
human,BioPhi,0.8222029463244163
human,BioPhi,0.8111549924526896
human,BioPhi,0.7948364274010861
human,BioPhi,0.8095731664512117
human,BioPhi,0.8177417541126243
human,BioPhi,0.7879030573935736
human,BioPhi,0.8145772180840617
human,BioPhi,0.8397158195666217
human,BioPhi,0.7907475410798274
human,BioPhi,0.7933768624609167
human,BioPhi,0.7824292008972857
human,BioPhi,0.8856910930325588
human,BioPhi,0.8446792531920516
human,BioPhi,0.8491393336333519
human,BioPhi,0.7722072689276602
human,BioPhi,0.8456484801962131
human,BioPhi,0.7377644644278769
human,BioPhi,0.8123869513471921
human,BioPhi,0.8389844661322209
human,BioPhi,0.7979625871118444
human,BioPhi,0.8201891865324358
human,BioPhi,0.7801766492544658
human,BioPhi,0.8370048282760205
human,BioPhi,0.8236598792697557
human,BioPhi,0.8516510718542597
human,BioPhi,0.7730172620017509
human,BioPhi,0.7981172746944206
human,BioPhi,0.8009049470767106
human,BioPhi,0.8087503864331459
human,BioPhi,0.8010005610879541
human,BioPhi,0.7886415783678955
human,BioPhi,0.8001544015500152
human,BioPhi,0.8640975299335661
human,BioPhi,0.8207449464127421
human,BioPhi,0.7831758578280801
human,BioPhi,0.8017792400949803
human,BioPhi,0.7974086927557454
human,BioPhi,0.840319191258062
human,BioPhi,0.8875628819431716
human,BioPhi,0.8891798548769853
human,BioPhi,0.8243202983304078
human,BioPhi,0.8076750107596968
human,BioPhi,0.801683488038351
human,BioPhi,0.8592567236102637
human,BioPhi,0.8777834058639186
human,BioPhi,0.8444877638317206
human,BioPhi,0.8465508349810636
human,BioPhi,0.8882761129834613
human,BioPhi,0.7731183290466546
human,BioPhi,0.8507811561997595
human,BioPhi,0.7551961340334105
human,BioPhi,0.7960083135921094
human,BioPhi,0.8335663233010564
human,BioPhi,0.8799377671274983
human,BioPhi,0.6971951610135749
